Direccion Std,Estatus,Latitud,Longitud
"Aviacion Pj L 92 A, La Victoria",No geocodificable,No encontrado,No encontrado
"Avla Capilla N 387, Rimac",No geocodificable,No encontrado,No encontrado
Aximandro Vega 276,No geocodificable,No encontrado,No encontrado
Ayaymama 85,No geocodificable,No encontrado,No encontrado
"Ayllu 0 135, Ventanilla",No geocodificable,No encontrado,No encontrado
"Ayllu S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Aymaras 291, Ate",No geocodificable,No encontrado,No encontrado
"Ayo 164, Lima",No geocodificable,No encontrado,No encontrado
"B 17, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"B 60, Pariñas",No geocodificable,No encontrado,No encontrado
B. Vizquerra 101,No geocodificable,No encontrado,No encontrado
"Balneario 0 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Balneario 0 S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Balneario 0 Sn, Ventanilla",No geocodificable,No encontrado,No encontrado
"Balneario 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Barrenechea 505, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Barrio De Dios 2 2, Santiago",No geocodificable,No encontrado,No encontrado
"Belempampa 0 2, Santiago",No geocodificable,No encontrado,No encontrado
Bella Vista Mz 61 Lt 1 0,No geocodificable,No encontrado,No encontrado
"Bellavista 1, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Bellavista Pto 32 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Bellavista Pto 132, Bellavista",No geocodificable,No encontrado,No encontrado
"Bello Amor 0 9, Bellavista",No geocodificable,No encontrado,No encontrado
"Bello Amor 0 S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Bello Amor 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Benavides 2972, Bellavista",No geocodificable,No encontrado,No encontrado
"Benavides 4822, Bellavista",No geocodificable,No encontrado,No encontrado
"Benavides, Mrcal Oscar R 5429, Callao",No geocodificable,No encontrado,No encontrado
Biodiversidad C/ Rompeolas 0,No geocodificable,No encontrado,No encontrado
"Bl.2Ac.H.El Corregidor 1, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
Blas  Valera 0,No geocodificable,No encontrado,No encontrado
Blas Valera 0,No geocodificable,No encontrado,No encontrado
Blas Valera 505,No geocodificable,No encontrado,No encontrado
Bloque 1 Feria Carrillo Cercad 0,No geocodificable,No encontrado,No encontrado
Bloque 2 Feria Carrillo Cercad 0,No geocodificable,No encontrado,No encontrado
Bloque 6 Feria Carrillo Cercad 0,No geocodificable,No encontrado,No encontrado
Bloque Central Puesto 9,No geocodificable,No encontrado,No encontrado
"Bocanegra 0 0.208333333333333, Callao",No geocodificable,No encontrado,No encontrado
"Bolivar 124, Namora",No geocodificable,No encontrado,No encontrado
"Bolivar 158, Namora",No geocodificable,No encontrado,No encontrado
"Bolivar 174, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar 177, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar 199, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar 200, Namora",No geocodificable,No encontrado,No encontrado
"Bolivar 222, Tinta",No geocodificable,No encontrado,No encontrado
"Bolivar 224, Tinta",No geocodificable,No encontrado,No encontrado
"Bolivar 300, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar 364, Concepcion",No geocodificable,No encontrado,No encontrado
"Bolivar 390, Jesus",No geocodificable,No encontrado,No encontrado
"Bolivar 401, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar 415, Jesus",No geocodificable,No encontrado,No encontrado
"Bolivar 446, Concepcion",No geocodificable,No encontrado,No encontrado
"Bolivar 514, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Bolivar Cd1, San Miguel",No geocodificable,No encontrado,No encontrado
"Bolivar Mz. ""R1"" Lt. 8, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Bolivar S/N ., Namora",No geocodificable,No encontrado,No encontrado
"Bolivar S/N, Mejia",No geocodificable,No encontrado,No encontrado
"Bolivar S/N, Namora",No geocodificable,No encontrado,No encontrado
"Bolivia 599, Callao",No geocodificable,No encontrado,No encontrado
Bolognesi 0,No geocodificable,No encontrado,No encontrado
"Bolognesi 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Bolognesi 104, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Bolognesi 205, Palca",No geocodificable,No encontrado,No encontrado
Bolognesi 378,No geocodificable,No encontrado,No encontrado
Bolognesi 398,No geocodificable,No encontrado,No encontrado
"Bolognesi 460, Calca",No geocodificable,No encontrado,No encontrado
"Bolognesi 881, San Miguel",No geocodificable,No encontrado,No encontrado
Bolognesi 1347,No geocodificable,No encontrado,No encontrado
"Bolognesi S/N 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
Bolognesi S/N  Mercado Modelo 0,No geocodificable,No encontrado,No encontrado
"Bolognesi S/N S/N, Ambo",No geocodificable,No encontrado,No encontrado
"Bolognesi S/N, Oropesa",No geocodificable,No encontrado,No encontrado
"Bolognesi S/N, Tinta",No geocodificable,No encontrado,No encontrado
"Bolognesi S/Ncalca 0, Coya",No geocodificable,No encontrado,No encontrado
"Bolognesi Sn, Oropesa",No geocodificable,No encontrado,No encontrado
"Bolognesicalca 322, Coya",No geocodificable,No encontrado,No encontrado
"Brisas De Las Palmas De L . 2, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"C. Manchego Mu?Oz 112 P2, Huancavelica",No geocodificable,No encontrado,No encontrado
"C. Manchego Mu?Oz 115, Huancavelica",No geocodificable,No encontrado,No encontrado
"C. P. San Vicente S/N, Uraca",No geocodificable,No encontrado,No encontrado
"C.C. El Alamo 0 165, Callao",No geocodificable,No encontrado,No encontrado
"C.P. 9 De Octubre S/N 0, Sayan",No geocodificable,No encontrado,No encontrado
"C.P. San Carlos 0 10, Santa",No geocodificable,No encontrado,No encontrado
"C.P.Punta De Bombon 22 L, Punta De Bombon",No geocodificable,No encontrado,No encontrado
"Ca?Ete 193, Callao",No geocodificable,No encontrado,No encontrado
"Ca?Ete 597, Lima",No geocodificable,No encontrado,No encontrado
"Cafetin Ingenieria Mecanica Un 0, Trujillo",No geocodificable,No encontrado,No encontrado
Cahuas 673,No geocodificable,No encontrado,No encontrado
Cahuas 811,No geocodificable,No encontrado,No encontrado
Cahuas 898,No geocodificable,No encontrado,No encontrado
"Cahuide 917, La Perla",No geocodificable,No encontrado,No encontrado
"Cahuide 1065, La Perla",No geocodificable,No encontrado,No encontrado
"Cahuide N.- 346, Comas",No geocodificable,No encontrado,No encontrado
"Cal 10 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Cal 12 M-C12 L-41 41, Ventanilla",No geocodificable,No encontrado,No encontrado
"Cal 13A M-H1 L-16 16, Comas",No geocodificable,No encontrado,No encontrado
"Cal Alcides F Estrada N-S/Ns/N, Coya",No geocodificable,No encontrado,No encontrado
"Cal Alcides F. Estrada N-S/N S/N, Coya",No geocodificable,No encontrado,No encontrado
"Cal Calle El Sol Me L21 21, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Cal Carretera Central Ns/N S/N, Tarica",No geocodificable,No encontrado,No encontrado
"Cal Cochrane N602 602, Callao",No geocodificable,No encontrado,No encontrado
"Cal Cordova N-S/N S/N, Calca",No geocodificable,No encontrado,No encontrado
"Cal General Buendia P-I-2 ., Cusco",No geocodificable,No encontrado,No encontrado
"Cal Grau N-756 756, Calca",No geocodificable,No encontrado,No encontrado
"Cal Grau N-S/Ncalca S/N, Coya",No geocodificable,No encontrado,No encontrado
"Cal Independencia N-127 127, Pisco",No geocodificable,No encontrado,No encontrado
"Cal Jorge Chavez Ns/N. S/N., Yonan",No geocodificable,No encontrado,No encontrado
"Cal Luis Aldana N107 I102 107 102, La Victoria",No geocodificable,No encontrado,No encontrado
"Cal Mariscal Castilla N-S/Ns/N, Coya",No geocodificable,No encontrado,No encontrado
"Cal Nicolas Due As N161 161, Bellavista",No geocodificable,No encontrado,No encontrado
"Cal Olaya Jose M-Ss L-19 19, Santiago",No geocodificable,No encontrado,No encontrado
"Cal Puente Bolognesi N115 Ia 115 A, Arequipa",No geocodificable,No encontrado,No encontrado
"Cal Ramon Castilla N-S/N S/N, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Cal San Juan De Dios N-100 100, Pisco",No geocodificable,No encontrado,No encontrado
"Cal Suarez N-45 45, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Cal-Leon Pinrelo N- 334, Comas",No geocodificable,No encontrado,No encontrado
"Calca S/N 0, Calca",No geocodificable,No encontrado,No encontrado
"Calla La Boca 0, Moro",No geocodificable,No encontrado,No encontrado
"Calla La Boca S/N 0 5, Moro",No geocodificable,No encontrado,No encontrado
Callao / Emilio Acosta 0,No geocodificable,No encontrado,No encontrado
"Calle 3 Mz C2 Lt 10, Rimac",No geocodificable,No encontrado,No encontrado
"Calle 7 4, Bellavista",No geocodificable,No encontrado,No encontrado
"Calle 11 Mercado Particula De, Ventanilla",No geocodificable,No encontrado,No encontrado
"Calle Agustin Gamarra S/N 0, Anta",No geocodificable,No encontrado,No encontrado
"Calle Apur?Mac Mz M Lt 12 Urb 0, Ate",No geocodificable,No encontrado,No encontrado
"Calle Ayllurraurrau 0 C-3, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Calle Bolgnesi S/N, Oropesa",No geocodificable,No encontrado,No encontrado
"Calle Estrella Polar 156 0, Ate",No geocodificable,No encontrado,No encontrado
"Calle Grau 883, Bellavista",No geocodificable,No encontrado,No encontrado
"Calle Hospital / Calle Jose M. 0 4, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Calle Inclan S/Ncalca 0, Lamay",No geocodificable,No encontrado,No encontrado
"Calle Las Bahamas Mz A Lote 25 0, Ate",No geocodificable,No encontrado,No encontrado
"Calle Macash S/N 0, Moro",No geocodificable,No encontrado,No encontrado
"Calle Mauricio Haschield 0 17, Mala",No geocodificable,No encontrado,No encontrado
"Calle Mazanayoc 0, Lucre",No geocodificable,No encontrado,No encontrado
"Calle Michel Ford 199, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Calle Principal S/Namparaes 0, Lares",No geocodificable,No encontrado,No encontrado
"Calle Simon Bolivar 305, Cayma",No geocodificable,No encontrado,No encontrado
"Calle Sinchirocachimpahuayl 0 14, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Calle Tupac Amaru S/Ncalca 0, Coya",No geocodificable,No encontrado,No encontrado
"Camino Real 7, Trujillo",No geocodificable,No encontrado,No encontrado
"Camino Real 8, Trujillo",No geocodificable,No encontrado,No encontrado
Campo Ferial 35,No geocodificable,No encontrado,No encontrado
Campo Ferial 68,No geocodificable,No encontrado,No encontrado
"Campo Ferial Bocanegra P-S 0, Callao",No geocodificable,No encontrado,No encontrado
Campo Ferial Puesto 38,No geocodificable,No encontrado,No encontrado
"Canada/Feria Bolivia . 15, Alto De La Alianza",No geocodificable,No encontrado,No encontrado
"Canasta Familiar 43621, Callao",No geocodificable,No encontrado,No encontrado
"Canta 326, La Victoria",No geocodificable,No encontrado,No encontrado
"Canto Nuevo 3157, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Canyar Cajito 0 C2, El Carmen",No geocodificable,No encontrado,No encontrado
Capitan Larrie Sn,No geocodificable,No encontrado,No encontrado
"Carlos Mariategui 575, El Tambo",No geocodificable,No encontrado,No encontrado
"Carlos Shuton . 11, Majes",No geocodificable,No encontrado,No encontrado
Carmen Alto S/N Ugel Recta 0,No geocodificable,No encontrado,No encontrado
"Carret. Shimpi, Tarica",No geocodificable,No encontrado,No encontrado
Carretera 0,No geocodificable,No encontrado,No encontrado
"Carretera Central 0, San Agustin",No geocodificable,No encontrado,No encontrado
Carretera Chamaya S/N 0,No geocodificable,No encontrado,No encontrado
"Carretera Marginal S/N, Perene",No geocodificable,No encontrado,No encontrado
"Carretera Penetracion A Huaraz 0, Yautan",No geocodificable,No encontrado,No encontrado
"Castillo Psto 15 Y 16, Castilla",No geocodificable,No encontrado,No encontrado
"Castro Iglesias Coo. Valle Sha 0 1, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Casuarinas 0, Reque",No geocodificable,No encontrado,No encontrado
"Cavero Mu?Oz 322, Trujillo",No geocodificable,No encontrado,No encontrado
"Cayma 102, Cayma",No geocodificable,No encontrado,No encontrado
"Cayma 109, Cayma",No geocodificable,No encontrado,No encontrado
"Cayma 600 C, Cayma",No geocodificable,No encontrado,No encontrado
"Cayma 620, Cayma",No geocodificable,No encontrado,No encontrado
"Cayma 636, Cayma",No geocodificable,No encontrado,No encontrado
"Cc Las Brisas Pto 660 0, Ate",No geocodificable,No encontrado,No encontrado
"Cemtral 5, Juli",No geocodificable,No encontrado,No encontrado
"Centalatico ., Atico",No geocodificable,No encontrado,No encontrado
"Centenario 262, Pampas",No geocodificable,No encontrado,No encontrado
"Centenario 398, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario 404, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario 483, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario 802, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario 1143, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario 2623, Independencia",No geocodificable,No encontrado,No encontrado
"Centenario S.N, Independencia",No geocodificable,No encontrado,No encontrado
Central 0,No geocodificable,No encontrado,No encontrado
"Central 0, Pariñas",No geocodificable,No encontrado,No encontrado
"Central 80-81, Ventanilla",No geocodificable,No encontrado,No encontrado
"Central 1234, Ate",No geocodificable,No encontrado,No encontrado
"Central 4142, El Tambo",No geocodificable,No encontrado,No encontrado
"Central 4146, El Tambo",No geocodificable,No encontrado,No encontrado
"Central Atico, Atico",No geocodificable,No encontrado,No encontrado
"Central Chullqui S/N, Churubamba",No geocodificable,No encontrado,No encontrado
"Central De Santa 0, Santa",No geocodificable,No encontrado,No encontrado
"Central De Santa Pt.43 0, Santa",No geocodificable,No encontrado,No encontrado
"Central De Santa Pt.46 0, Santa",No geocodificable,No encontrado,No encontrado
Central Pto 163 0,No geocodificable,No encontrado,No encontrado
Central Pto N? 01 0,No geocodificable,No encontrado,No encontrado
Central Sector 07 0,No geocodificable,No encontrado,No encontrado
Central Sector 08 0,No geocodificable,No encontrado,No encontrado
"Centralparada . S/N, Tuman",No geocodificable,No encontrado,No encontrado
"Centro C?Vico 202, Pariñas",No geocodificable,No encontrado,No encontrado
"Centro Civico (Cerca Al Munici 0 38A, Santa",No geocodificable,No encontrado,No encontrado
Centro Comercial - Psto 10,No geocodificable,No encontrado,No encontrado
"Centro Comercial El Hueco S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Centro Pimentel Cdr2, Pimentel",No geocodificable,No encontrado,No encontrado
"Cerro Acuchimay 0, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Cerro Acuchimay 11, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Cerro Colorado Seccion Lacteos B6, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Cesar Vallejo 12A, Chao",No geocodificable,No encontrado,No encontrado
"Chacarita 0 7071, Callao",No geocodificable,No encontrado,No encontrado
"Chacarita Pto 17-34 0, Callao",No geocodificable,No encontrado,No encontrado
"Chala S/N 0, Chala",No geocodificable,No encontrado,No encontrado
"Chancay 0, Mariano Melgar",No geocodificable,No encontrado,No encontrado
Chepa Santos 673,No geocodificable,No encontrado,No encontrado
"Chepa Santos Int.6 S/N Launio 0, Vice",No geocodificable,No encontrado,No encontrado
"Chepa Santos N 200, Vice",No geocodificable,No encontrado,No encontrado
Chile 595,No geocodificable,No encontrado,No encontrado
"Cinco 2, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Cinco . 2, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Cir. Los Heroes 334, El Tambo",No geocodificable,No encontrado,No encontrado
Circumbalacion 379,No geocodificable,No encontrado,No encontrado
"Circumbalacion 703, El Tambo",No geocodificable,No encontrado,No encontrado
"Circunvalacion 528, El Tambo",No geocodificable,No encontrado,No encontrado
Circunvalacion 1169,No geocodificable,No encontrado,No encontrado
"Circunvalacion 1216, Alto De La Alianza",No geocodificable,No encontrado,No encontrado
Circunvalacion 1266,No geocodificable,No encontrado,No encontrado
"Circunvalacion A, Abancay",No geocodificable,No encontrado,No encontrado
Circunvalacion S/N 0,No geocodificable,No encontrado,No encontrado
"Circunvalancio 360, El Tambo",No geocodificable,No encontrado,No encontrado
"Ciudad De Dios 3, Yura",No geocodificable,No encontrado,No encontrado
